nsubj,correct_root,wrong_root,original_sentence,masked_sentence,bert_large_uncase,bert_base_uncase,SL,SVD,All_NN_BEF,NV_BEF,SL_BEF,Attractor,NEAR_NVD,Attractor%,number
party,was,were,"The welcoming party for Ali Bacher first off the plane and the 94 strong South African party was only a small one comprising Jamaican and West Indian Board officials and assorted media but all present knew they had witnessed a piece of history that only recently seemed destined for the next century
","The welcoming party for Ali Bacher first off the plane and the 94 strong South African party [MASK] only a small one comprising Jamaican and West Indian Board officials and assorted media but all present knew they had witnessed a piece of history that only recently seemed destined for the next century
",was,was,52,15,1,1,17,0,none,,sg
choice,carries,carry,"The choice of wine he is wisely leaving to the club for its cellar carries the reputation of being no less impressive than its golf course which is probably the most photographed in the world
","The choice of wine he is wisely leaving to the club for its cellar [MASK] the reputation of being no less impressive than its golf course which is probably the most photographed in the world
",carry,carry,35,13,3,1,14,0,none,,sg
reaction,is,are,"The market reaction to Labour the minimum wages and a loss of £10.25 billion of privatisation receipts is all adverse for the outlook the ITEM Club analysis claims
","The market reaction to Labour the minimum wages and a loss of £10.25 billion of privatisation receipts [MASK] all adverse for the outlook the ITEM Club analysis claims
",is,are,28,15,4,0,17,1,10,,sg
procedure,is,are,"The established procedure for overseas subsidiaries of British companies in liquidation is to put them into liquidation separately in their own jurisdiction
","The established procedure for overseas subsidiaries of British companies in liquidation [MASK] to put them into liquidation separately in their own jurisdiction
",is,is,22,9,3,0,11,2,3,,sg
tag,promises,promise,"The huge price tag attached to the iron certainly promises a great deal
","The huge price tag attached to the iron certainly [MASK] a great deal
",promises,promises,13,6,2,1,9,0,none,,sg
poll,shows,show,"A Sunday Telegraph poll of polls calculated from six surveys published today shows Labour ahead on 39.6 per cent the Tories on 37.5 per cent and Liberal Democrats on 19.3 per cent 
","A Sunday Telegraph poll of polls calculated from six surveys published today [MASK] Labour ahead on 39.6 per cent the Tories on 37.5 per cent and Liberal Democrats on 19.3 per cent 
",shows,shows,33,9,3,2,12,2,3,,sg
difference,is,are,"The key difference between the charges against Mr Clinton and those against Mr Bush is that Gennifer Flowers came forward to accuse Mr Clinton albeit lured by a large sum of money and replete with records of telephone conversations
","The key difference between the charges against Mr Clinton and those against Mr Bush [MASK] that Gennifer Flowers came forward to accuse Mr Clinton albeit lured by a large sum of money and replete with records of telephone conversations
",is,is,39,12,1,0,14,1,9,,sg
subject,is,are,"Another subject that matters deeply to many of the British and which most of our politicians refuse to discuss is race
","Another subject that matters deeply to many of the British and which most of our politicians refuse to discuss [MASK] race
",is,is,21,18,1,3,19,1,4,,sg
tragedy,was,were,"The tragedy at Slapton Sands in Devon in which 700 US servicemen died when a D Day invasion exercise went wrong was kept quiet for 40 years
","The tragedy at Slapton Sands in Devon in which 700 US servicemen died when a D Day invasion exercise went wrong [MASK] kept quiet for 40 years
",was,was,27,20,3,2,21,1,10,,sg
sign,is,are,"THE sign that reads Bathing and Fishing Prohibited in the River Ver is redundant writes Robert Bedlow
","THE sign that reads Bathing and Fishing Prohibited in the River Ver [MASK] redundant writes Robert Bedlow
",are,are,17,11,0,2,12,0,none,,sg
screen,offers,offer,"A LARGE flashing screen on the wall of the shopping centre in Southend offers weekend shoppers the telephone number of the Samaritans
","A LARGE flashing screen on the wall of the shopping centre in Southend [MASK] weekend shoppers the telephone number of the Samaritans
",offers,offers,22,10,4,0,13,0,none,,sg
candidate,is,are,"The Labour candidate in Southend East which contains most of the town itself is Graham Bramley a teacher originally from Accrington
","The Labour candidate in Southend East which contains most of the town itself [MASK] Graham Bramley a teacher originally from Accrington
",is,is,21,11,1,1,13,0,none,,sg
School,is,are,"The Grey Coat Hospital School a comprehensive in Westminster which takes girls from all areas of London is at the heart of the political arena
","The Grey Coat Hospital School a comprehensive in Westminster which takes girls from all areas of London [MASK] at the heart of the political arena
",is,is,25,13,3,1,17,2,3,,sg
CDU,rules,rule,"The CDU which has been weakened steadily in state elections since the December 1990 general election now only rules the east German state of Saxony with an absolute majority and is in the minority in Bonn 's Bundesrat or upper legislature
","The CDU which has been weakened steadily in state elections since the December 1990 general election now only [MASK] the east German state of Saxony with an absolute majority and is in the minority in Bonn 's Bundesrat or upper legislature
",rules,rules,41,17,3,1,18,1,9,,sg
bungalow,sits,sit,"The ramshackle bungalow at Butsfield Co Durham that so obsessed Dryden that he murdered Derwentside planning chief Harry Collinson following a lengthy planning feud now sits in its grassy hollow with the roof off
","The ramshackle bungalow at Butsfield Co Durham that so obsessed Dryden that he murdered Derwentside planning chief Harry Collinson following a lengthy planning feud now [MASK] in its grassy hollow with the roof off
",sits,sits,34,23,3,4,25,0,none,,sg
